"","GeoCode","Boro_Location","GeoCodeLabel","PassengKilled","InJury_type","NofCases"
"451",104,"Queens 104th Precinct","104th Precinct",0,"CyclistsInjured",8
"452",18,"Manhattan Midtown North Precinct","Midtown North Precinct",0,"PedestrInjured",8
"453",25,"Manhattan 25th Precinct","25th Precinct",0,"PedestrInjured",8
"454",34,"Manhattan 34th Precinct","34th Precinct",0,"PedestrInjured",8
"455",106,"Queens 106th Precinct","106th Precinct",0,"PedestrInjured",8
"456",120,"S.Island 120th Precinct","120th Precinct",0,"PedestrInjured",8
"457",121,"S.Island 121st Precinct","121st Precinct",0,"PedestrInjured",8
"458",1,"Manhattan 1st Precinct","1st Precinct",0,"Bicycle",8
"459",6,"Manhattan 6th Precinct","6th Precinct",0,"Bicycle",8
"460",9,"Manhattan 9th Precinct","9th Precinct",0,"Bicycle",8
"461",10,"Manhattan 10th Precinct","10th Precinct",0,"Bicycle",8
"462",46,"Bronx 46th Precinct","46th Precinct",0,"Bicycle",8
"463",67,"Brooklyn 67th Precinct","67th Precinct",0,"Bicycle",8
"464",68,"Brooklyn 68th Precinct","68th Precinct",0,"Bicycle",8
"465",70,"Brooklyn 70th Precinct","70th Precinct",0,"Bicycle",8
"466",30,"Manhattan 30th Precinct","30th Precinct",0,"Injury_or_Fatal_Collisions",7
"467",10,"Manhattan 10th Precinct","10th Precinct",0,"MotoristsInjured",7
"468",23,"Manhattan 23rd Precinct","23rd Precinct",0,"MotoristsInjured",7
"469",10,"Manhattan 10th Precinct","10th Precinct",0,"PassengInjured",7
"470",23,"Manhattan 23rd Precinct","23rd Precinct",0,"PassengInjured",7
"471",81,"Brooklyn 81st Precinct","81st Precinct",0,"PassengInjured",7
"472",6,"Manhattan 6th Precinct","6th Precinct",0,"CyclistsInjured",7
"473",62,"Brooklyn 62nd Precinct","62nd Precinct",0,"CyclistsInjured",7
"474",67,"Brooklyn 67th Precinct","67th Precinct",0,"CyclistsInjured",7
"475",94,"Brooklyn 94th Precinct","94th Precinct",0,"CyclistsInjured",7
"476",110,"Queens 110th Precinct","110th Precinct",0,"CyclistsInjured",7
"477",28,"Manhattan 28th Precinct","28th Precinct",0,"PedestrInjured",7
"478",42,"Bronx 42nd Precinct","42nd Precinct",0,"PedestrInjured",7
"479",69,"Brooklyn 69th Precinct","69th Precinct",0,"PedestrInjured",7
"480",77,"Brooklyn 77th Precinct","77th Precinct",0,"PedestrInjured",7
"481",81,"Brooklyn 81st Precinct","81st Precinct",0,"PedestrInjured",7
"482",94,"Brooklyn 94th Precinct","94th Precinct",0,"PedestrInjured",7
"483",100,"Queens 100th Precinct","100th Precinct",0,"PedestrInjured",7
"484",113,"Queens 113th Precinct","113th Precinct",0,"PedestrInjured",7
"485",32,"Manhattan 32nd Precinct","32nd Precinct",0,"Bicycle",7
"486",62,"Brooklyn 62nd Precinct","62nd Precinct",0,"Bicycle",7
"487",63,"Brooklyn 63rd Precinct","63rd Precinct",0,"Bicycle",7
"488",71,"Brooklyn 71st Precinct","71st Precinct",0,"Bicycle",7
"489",73,"Brooklyn 73rd Precinct","73rd Precinct",0,"Bicycle",7
"490",22,"Manhattan Central Park Precinct","Central Park Precinct",0,"Vehicles_or_Motorists_Involved",6
"491",6,"Manhattan 6th Precinct","6th Precinct",0,"MotoristsInjured",6
"492",34,"Manhattan 34th Precinct","34th Precinct",0,"MotoristsInjured",6
"493",9,"Manhattan 9th Precinct","9th Precinct",0,"PassengInjured",6
"494",1,"Manhattan 1st Precinct","1st Precinct",0,"CyclistsInjured",6
"495",7,"Manhattan 7th Precinct","7th Precinct",0,"CyclistsInjured",6
"496",9,"Manhattan 9th Precinct","9th Precinct",0,"CyclistsInjured",6
"497",10,"Manhattan 10th Precinct","10th Precinct",0,"CyclistsInjured",6
"498",46,"Bronx 46th Precinct","46th Precinct",0,"CyclistsInjured",6
"499",70,"Brooklyn 70th Precinct","70th Precinct",0,"CyclistsInjured",6
"500",71,"Brooklyn 71st Precinct","71st Precinct",0,"CyclistsInjured",6
"501",73,"Brooklyn 73rd Precinct","73rd Precinct",0,"CyclistsInjured",6
"502",7,"Manhattan 7th Precinct","7th Precinct",0,"PedestrInjured",6
"503",50,"Bronx 50th Precinct","50th Precinct",0,"PedestrInjured",6
"504",122,"S.Island 122nd Precinct","122nd Precinct",0,"PedestrInjured",6
"505",7,"Manhattan 7th Precinct","7th Precinct",0,"Bicycle",6
"506",20,"Manhattan 20th Precinct","20th Precinct",0,"Bicycle",6
"507",24,"Manhattan 24th Precinct","24th Precinct",0,"Bicycle",6
"508",28,"Manhattan 28th Precinct","28th Precinct",0,"Bicycle",6
"509",52,"Bronx 52nd Precinct","52nd Precinct",0,"Bicycle",6
"510",22,"Manhattan Central Park Precinct","Central Park Precinct",0,"Number_of_Motor_Vehicle_Collisions",5
"511",30,"Manhattan 30th Precinct","30th Precinct",0,"MotoristsInjured",5
"512",28,"Manhattan 28th Precinct","28th Precinct",0,"PassengInjured",5
"513",34,"Manhattan 34th Precinct","34th Precinct",0,"PassengInjured",5
"514",25,"Manhattan 25th Precinct","25th Precinct",0,"CyclistsInjured",5
"515",26,"Manhattan 26th Precinct","26th Precinct",0,"CyclistsInjured",5
"516",28,"Manhattan 28th Precinct","28th Precinct",0,"CyclistsInjured",5
"517",47,"Bronx 47th Precinct","47th Precinct",0,"CyclistsInjured",5
"518",52,"Bronx 52nd Precinct","52nd Precinct",0,"CyclistsInjured",5
"519",105,"Queens 105th Precinct","105th Precinct",0,"CyclistsInjured",5
"520",107,"Queens 107th Precinct","107th Precinct",0,"CyclistsInjured",5
"521",9,"Manhattan 9th Precinct","9th Precinct",0,"PedestrInjured",5
"522",20,"Manhattan 20th Precinct","20th Precinct",0,"PedestrInjured",5
"523",24,"Manhattan 24th Precinct","24th Precinct",0,"PedestrInjured",5
"524",32,"Manhattan 32nd Precinct","32nd Precinct",0,"PedestrInjured",5
"525",45,"Bronx 45th Precinct","45th Precinct",1,"PedestrInjured",5
"526",78,"Brooklyn 78th Precinct","78th Precinct",0,"PedestrInjured",5
"527",83,"Brooklyn 83rd Precinct","83rd Precinct",0,"PedestrInjured",5
"528",84,"Brooklyn 84th Precinct","84th Precinct",0,"PedestrInjured",5
"529",110,"Queens 110th Precinct","110th Precinct",0,"PedestrInjured",5
"530",25,"Manhattan 25th Precinct","25th Precinct",0,"Bicycle",5
"531",26,"Manhattan 26th Precinct","26th Precinct",0,"Bicycle",5
"532",41,"Bronx 41st Precinct","41st Precinct",0,"Bicycle",5
"533",47,"Bronx 47th Precinct","47th Precinct",0,"Bicycle",5
"534",48,"Bronx 48th Precinct","48th Precinct",0,"Bicycle",5
"535",103,"Queens 103rd Precinct","103rd Precinct",0,"Bicycle",5
"536",105,"Queens 105th Precinct","105th Precinct",0,"Bicycle",5
"537",107,"Queens 107th Precinct","107th Precinct",0,"Bicycle",5
"538",28,"Manhattan 28th Precinct","28th Precinct",0,"MotoristsInjured",4
"539",20,"Manhattan 20th Precinct","20th Precinct",0,"CyclistsInjured",4
"540",24,"Manhattan 24th Precinct","24th Precinct",0,"CyclistsInjured",4
"541",32,"Manhattan 32nd Precinct","32nd Precinct",0,"CyclistsInjured",4
"542",41,"Bronx 41st Precinct","41st Precinct",0,"CyclistsInjured",4
"543",60,"Brooklyn 60th Precinct","60th Precinct",0,"CyclistsInjured",4
"544",63,"Brooklyn 63rd Precinct","63rd Precinct",0,"CyclistsInjured",4
"545",103,"Queens 103rd Precinct","103rd Precinct",0,"CyclistsInjured",4
"546",115,"Queens 115th Precinct","115th Precinct",0,"CyclistsInjured",4
"547",121,"S.Island 121st Precinct","121st Precinct",0,"CyclistsInjured",4
"548",122,"S.Island 122nd Precinct","122nd Precinct",0,"CyclistsInjured",4
"549",76,"Brooklyn 76th Precinct","76th Precinct",0,"PedestrInjured",4
"550",88,"Brooklyn 88th Precinct","88th Precinct",0,"PedestrInjured",4
"551",111,"Queens 111th Precinct","111th Precinct",0,"PedestrInjured",4
"552",123,"S.Island 123rd Precinct","123rd Precinct",0,"PedestrInjured",4
"553",40,"Bronx 40th Precinct","40th Precinct",0,"Bicycle",4
"554",60,"Brooklyn 60th Precinct","60th Precinct",0,"Bicycle",4
"555",76,"Brooklyn 76th Precinct","76th Precinct",0,"Bicycle",4
"556",112,"Queens 112th Precinct","112th Precinct",0,"Bicycle",4
"557",121,"S.Island 121st Precinct","121st Precinct",0,"Bicycle",4
"558",122,"S.Island 122nd Precinct","122nd Precinct",0,"Bicycle",4
"559",34,"Manhattan 34th Precinct","34th Precinct",0,"CyclistsInjured",3
"560",40,"Bronx 40th Precinct","40th Precinct",0,"CyclistsInjured",3
"561",48,"Bronx 48th Precinct","48th Precinct",0,"CyclistsInjured",3
"562",76,"Brooklyn 76th Precinct","76th Precinct",0,"CyclistsInjured",3
"563",100,"Queens 100th Precinct","100th Precinct",0,"CyclistsInjured",3
"564",113,"Queens 113th Precinct","113th Precinct",0,"CyclistsInjured",3
"565",6,"Manhattan 6th Precinct","6th Precinct",0,"PedestrInjured",3
"566",10,"Manhattan 10th Precinct","10th Precinct",0,"PedestrInjured",3
"567",41,"Bronx 41st Precinct","41st Precinct",0,"PedestrInjured",3
"568",63,"Brooklyn 63rd Precinct","63rd Precinct",0,"PedestrInjured",3
"569",101,"Queens 101st Precinct","101st Precinct",0,"PedestrInjured",3
"570",33,"Manhattan 33rd Precinct","33rd Precinct",0,"Bicycle",3
"571",34,"Manhattan 34th Precinct","34th Precinct",0,"Bicycle",3
"572",42,"Bronx 42nd Precinct","42nd Precinct",0,"Bicycle",3
"573",50,"Bronx 50th Precinct","50th Precinct",0,"Bicycle",3
"574",69,"Brooklyn 69th Precinct","69th Precinct",0,"Bicycle",3
"575",78,"Brooklyn 78th Precinct","78th Precinct",0,"Bicycle",3
"576",100,"Queens 100th Precinct","100th Precinct",0,"Bicycle",3
"577",113,"Queens 113th Precinct","113th Precinct",0,"Bicycle",3
"578",26,"Manhattan 26th Precinct","26th Precinct",0,"MotoristsInjured",2
"579",47,"Bronx 47th Precinct","47th Precinct",0,"MotoristsKilled",2
"580",104,"Queens 104th Precinct","104th Precinct",0,"MotoristsKilled",2
"581",6,"Manhattan 6th Precinct","6th Precinct",0,"PassengInjured",2
"582",14,"Manhattan Midtown South Precinct","Midtown South Precinct",0,"PassengInjured",2
"583",33,"Manhattan 33rd Precinct","33rd Precinct",0,"CyclistsInjured",2
"584",42,"Bronx 42nd Precinct","42nd Precinct",0,"CyclistsInjured",2
"585",45,"Bronx 45th Precinct","45th Precinct",1,"CyclistsInjured",2
"586",49,"Bronx 49th Precinct","49th Precinct",1,"CyclistsInjured",2
"587",50,"Bronx 50th Precinct","50th Precinct",0,"CyclistsInjured",2
"588",78,"Brooklyn 78th Precinct","78th Precinct",0,"CyclistsInjured",2
"589",112,"Queens 112th Precinct","112th Precinct",0,"CyclistsInjured",2
"590",120,"S.Island 120th Precinct","120th Precinct",0,"CyclistsInjured",2
"591",123,"S.Island 123rd Precinct","123rd Precinct",0,"CyclistsInjured",2
"592",23,"Manhattan 23rd Precinct","23rd Precinct",0,"PedestrInjured",2
"593",26,"Manhattan 26th Precinct","26th Precinct",0,"PedestrInjured",2
"594",33,"Manhattan 33rd Precinct","33rd Precinct",0,"PedestrInjured",2
"595",112,"Queens 112th Precinct","112th Precinct",0,"PedestrKilled",2
"596",22,"Manhattan Central Park Precinct","Central Park Precinct",0,"Bicycle",2
"597",45,"Bronx 45th Precinct","45th Precinct",1,"Bicycle",2
"598",49,"Bronx 49th Precinct","49th Precinct",1,"Bicycle",2
"599",101,"Queens 101st Precinct","101st Precinct",0,"Bicycle",2
"600",106,"Queens 106th Precinct","106th Precinct",0,"Bicycle",2
"601",120,"S.Island 120th Precinct","120th Precinct",0,"Bicycle",2
"602",22,"Manhattan Central Park Precinct","Central Park Precinct",0,"Injury_or_Fatal_Collisions",1
"603",24,"Manhattan 24th Precinct","24th Precinct",0,"MotoristsKilled",1
"604",43,"Bronx 43rd Precinct","43rd Precinct",0,"MotoristsKilled",1
"605",83,"Brooklyn 83rd Precinct","83rd Precinct",0,"MotoristsKilled",1
"606",90,"Brooklyn 90th Precinct","90th Precinct",0,"MotoristsKilled",1
"607",106,"Queens 106th Precinct","106th Precinct",0,"MotoristsKilled",1
"608",20,"Manhattan 20th Precinct","20th Precinct",0,"PassengInjured",1
"609",26,"Manhattan 26th Precinct","26th Precinct",0,"PassengInjured",1
"610",100,"Queens 100th Precinct","100th Precinct",0,"PassengInjured",1
"611",23,"Manhattan 23rd Precinct","23rd Precinct",0,"CyclistsInjured",1
"612",69,"Brooklyn 69th Precinct","69th Precinct",0,"CyclistsInjured",1
"613",101,"Queens 101st Precinct","101st Precinct",0,"CyclistsInjured",1
"614",106,"Queens 106th Precinct","106th Precinct",0,"CyclistsInjured",1
"615",66,"Brooklyn 66th Precinct","66th Precinct",0,"CyclistsKilled",1
"616",22,"Manhattan Central Park Precinct","Central Park Precinct",0,"PedestrInjured",1
"617",30,"Manhattan 30th Precinct","30th Precinct",0,"PedestrInjured",1
"618",1,"Manhattan 1st Precinct","1st Precinct",0,"PedestrKilled",1
"619",10,"Manhattan 10th Precinct","10th Precinct",0,"PedestrKilled",1
"620",25,"Manhattan 25th Precinct","25th Precinct",0,"PedestrKilled",1
"621",83,"Brooklyn 83rd Precinct","83rd Precinct",0,"PedestrKilled",1
"622",101,"Queens 101st Precinct","101st Precinct",0,"PedestrKilled",1
"623",30,"Manhattan 30th Precinct","30th Precinct",0,"Bicycle",1
"624",111,"Queens 111th Precinct","111th Precinct",0,"Bicycle",1
"625",123,"S.Island 123rd Precinct","123rd Precinct",0,"Bicycle",1
"626",22,"Manhattan Central Park Precinct","Central Park Precinct",0,"MotoristsInjured",0
"627",1,"Manhattan 1st Precinct","1st Precinct",0,"MotoristsKilled",0
"628",5,"Manhattan 5th Precinct","5th Precinct",0,"MotoristsKilled",0
"629",6,"Manhattan 6th Precinct","6th Precinct",0,"MotoristsKilled",0
"630",7,"Manhattan 7th Precinct","7th Precinct",0,"MotoristsKilled",0
"631",9,"Manhattan 9th Precinct","9th Precinct",0,"MotoristsKilled",0
"632",10,"Manhattan 10th Precinct","10th Precinct",0,"MotoristsKilled",0
"633",13,"Manhattan 13th Precinct","13th Precinct",0,"MotoristsKilled",0
"634",14,"Manhattan Midtown South Precinct","Midtown South Precinct",0,"MotoristsKilled",0
"635",17,"Manhattan 17th Precinct","17th Precinct",0,"MotoristsKilled",0
"636",18,"Manhattan Midtown North Precinct","Midtown North Precinct",0,"MotoristsKilled",0
"637",19,"Manhattan 19th Precinct","19th Precinct",0,"MotoristsKilled",0
"638",20,"Manhattan 20th Precinct","20th Precinct",0,"MotoristsKilled",0
"639",22,"Manhattan Central Park Precinct","Central Park Precinct",0,"MotoristsKilled",0
"640",23,"Manhattan 23rd Precinct","23rd Precinct",0,"MotoristsKilled",0
"641",25,"Manhattan 25th Precinct","25th Precinct",0,"MotoristsKilled",0
"642",26,"Manhattan 26th Precinct","26th Precinct",0,"MotoristsKilled",0
"643",28,"Manhattan 28th Precinct","28th Precinct",0,"MotoristsKilled",0
"644",30,"Manhattan 30th Precinct","30th Precinct",0,"MotoristsKilled",0
"645",32,"Manhattan 32nd Precinct","32nd Precinct",0,"MotoristsKilled",0
"646",33,"Manhattan 33rd Precinct","33rd Precinct",0,"MotoristsKilled",0
"647",34,"Manhattan 34th Precinct","34th Precinct",0,"MotoristsKilled",0
"648",40,"Bronx 40th Precinct","40th Precinct",0,"MotoristsKilled",0
"649",41,"Bronx 41st Precinct","41st Precinct",0,"MotoristsKilled",0
"650",42,"Bronx 42nd Precinct","42nd Precinct",0,"MotoristsKilled",0
"651",44,"Bronx 44th Precinct","44th Precinct",0,"MotoristsKilled",0
"652",45,"Bronx 45th Precinct","45th Precinct",1,"MotoristsKilled",0
"653",46,"Bronx 46th Precinct","46th Precinct",0,"MotoristsKilled",0
"654",48,"Bronx 48th Precinct","48th Precinct",0,"MotoristsKilled",0
"655",49,"Bronx 49th Precinct","49th Precinct",1,"MotoristsKilled",0
"656",50,"Bronx 50th Precinct","50th Precinct",0,"MotoristsKilled",0
"657",52,"Bronx 52nd Precinct","52nd Precinct",0,"MotoristsKilled",0
"658",60,"Brooklyn 60th Precinct","60th Precinct",0,"MotoristsKilled",0
"659",61,"Brooklyn 61st Precinct","61st Precinct",0,"MotoristsKilled",0
"660",62,"Brooklyn 62nd Precinct","62nd Precinct",0,"MotoristsKilled",0
"661",63,"Brooklyn 63rd Precinct","63rd Precinct",0,"MotoristsKilled",0
"662",66,"Brooklyn 66th Precinct","66th Precinct",0,"MotoristsKilled",0
"663",67,"Brooklyn 67th Precinct","67th Precinct",0,"MotoristsKilled",0
"664",68,"Brooklyn 68th Precinct","68th Precinct",0,"MotoristsKilled",0
"665",69,"Brooklyn 69th Precinct","69th Precinct",0,"MotoristsKilled",0
"666",70,"Brooklyn 70th Precinct","70th Precinct",0,"MotoristsKilled",0
"667",71,"Brooklyn 71st Precinct","71st Precinct",0,"MotoristsKilled",0
"668",72,"Brooklyn 72nd Precinct","72nd Precinct",0,"MotoristsKilled",0
"669",73,"Brooklyn 73rd Precinct","73rd Precinct",0,"MotoristsKilled",0
"670",75,"Brooklyn 75th Precinct","75th Precinct",0,"MotoristsKilled",0
"671",76,"Brooklyn 76th Precinct","76th Precinct",0,"MotoristsKilled",0
"672",77,"Brooklyn 77th Precinct","77th Precinct",0,"MotoristsKilled",0
"673",78,"Brooklyn 78th Precinct","78th Precinct",0,"MotoristsKilled",0
"674",79,"Brooklyn 79th Precinct","79th Precinct",0,"MotoristsKilled",0
"675",81,"Brooklyn 81st Precinct","81st Precinct",0,"MotoristsKilled",0
"676",84,"Brooklyn 84th Precinct","84th Precinct",0,"MotoristsKilled",0
"677",88,"Brooklyn 88th Precinct","88th Precinct",0,"MotoristsKilled",0
"678",94,"Brooklyn 94th Precinct","94th Precinct",0,"MotoristsKilled",0
"679",100,"Queens 100th Precinct","100th Precinct",0,"MotoristsKilled",0
"680",101,"Queens 101st Precinct","101st Precinct",0,"MotoristsKilled",0
"681",102,"Queens 102nd Precinct","102nd Precinct",0,"MotoristsKilled",0
"682",103,"Queens 103rd Precinct","103rd Precinct",0,"MotoristsKilled",0
"683",105,"Queens 105th Precinct","105th Precinct",0,"MotoristsKilled",0
"684",107,"Queens 107th Precinct","107th Precinct",0,"MotoristsKilled",0
"685",108,"Queens 108th Precinct","108th Precinct",0,"MotoristsKilled",0
"686",109,"Queens 109th Precinct","109th Precinct",0,"MotoristsKilled",0
"687",110,"Queens 110th Precinct","110th Precinct",0,"MotoristsKilled",0
"688",111,"Queens 111th Precinct","111th Precinct",0,"MotoristsKilled",0
"689",112,"Queens 112th Precinct","112th Precinct",0,"MotoristsKilled",0
"690",113,"Queens 113th Precinct","113th Precinct",0,"MotoristsKilled",0
"691",114,"Queens 114th Precinct","114th Precinct",0,"MotoristsKilled",0
"692",115,"Queens 115th Precinct","115th Precinct",0,"MotoristsKilled",0
"693",120,"S.Island 120th Precinct","120th Precinct",0,"MotoristsKilled",0
"694",121,"S.Island 121st Precinct","121st Precinct",0,"MotoristsKilled",0
"695",122,"S.Island 122nd Precinct","122nd Precinct",0,"MotoristsKilled",0
"696",123,"S.Island 123rd Precinct","123rd Precinct",0,"MotoristsKilled",0
"697",22,"Manhattan Central Park Precinct","Central Park Precinct",0,"PassengInjured",0
"698",22,"Manhattan Central Park Precinct","Central Park Precinct",0,"CyclistsInjured",0
"699",30,"Manhattan 30th Precinct","30th Precinct",0,"CyclistsInjured",0
"700",111,"Queens 111th Precinct","111th Precinct",0,"CyclistsInjured",0
"701",1,"Manhattan 1st Precinct","1st Precinct",0,"CyclistsKilled",0
"702",5,"Manhattan 5th Precinct","5th Precinct",0,"CyclistsKilled",0
"703",6,"Manhattan 6th Precinct","6th Precinct",0,"CyclistsKilled",0
"704",7,"Manhattan 7th Precinct","7th Precinct",0,"CyclistsKilled",0
"705",9,"Manhattan 9th Precinct","9th Precinct",0,"CyclistsKilled",0
"706",10,"Manhattan 10th Precinct","10th Precinct",0,"CyclistsKilled",0
"707",13,"Manhattan 13th Precinct","13th Precinct",0,"CyclistsKilled",0
"708",14,"Manhattan Midtown South Precinct","Midtown South Precinct",0,"CyclistsKilled",0
"709",17,"Manhattan 17th Precinct","17th Precinct",0,"CyclistsKilled",0
"710",18,"Manhattan Midtown North Precinct","Midtown North Precinct",0,"CyclistsKilled",0
"711",19,"Manhattan 19th Precinct","19th Precinct",0,"CyclistsKilled",0
"712",20,"Manhattan 20th Precinct","20th Precinct",0,"CyclistsKilled",0
"713",22,"Manhattan Central Park Precinct","Central Park Precinct",0,"CyclistsKilled",0
"714",23,"Manhattan 23rd Precinct","23rd Precinct",0,"CyclistsKilled",0
"715",24,"Manhattan 24th Precinct","24th Precinct",0,"CyclistsKilled",0
"716",25,"Manhattan 25th Precinct","25th Precinct",0,"CyclistsKilled",0
"717",26,"Manhattan 26th Precinct","26th Precinct",0,"CyclistsKilled",0
"718",28,"Manhattan 28th Precinct","28th Precinct",0,"CyclistsKilled",0
"719",30,"Manhattan 30th Precinct","30th Precinct",0,"CyclistsKilled",0
"720",32,"Manhattan 32nd Precinct","32nd Precinct",0,"CyclistsKilled",0
"721",33,"Manhattan 33rd Precinct","33rd Precinct",0,"CyclistsKilled",0
"722",34,"Manhattan 34th Precinct","34th Precinct",0,"CyclistsKilled",0
"723",40,"Bronx 40th Precinct","40th Precinct",0,"CyclistsKilled",0
"724",41,"Bronx 41st Precinct","41st Precinct",0,"CyclistsKilled",0
"725",42,"Bronx 42nd Precinct","42nd Precinct",0,"CyclistsKilled",0
"726",43,"Bronx 43rd Precinct","43rd Precinct",0,"CyclistsKilled",0
"727",44,"Bronx 44th Precinct","44th Precinct",0,"CyclistsKilled",0
"728",45,"Bronx 45th Precinct","45th Precinct",1,"CyclistsKilled",0
"729",46,"Bronx 46th Precinct","46th Precinct",0,"CyclistsKilled",0
"730",47,"Bronx 47th Precinct","47th Precinct",0,"CyclistsKilled",0
"731",48,"Bronx 48th Precinct","48th Precinct",0,"CyclistsKilled",0
"732",49,"Bronx 49th Precinct","49th Precinct",1,"CyclistsKilled",0
"733",50,"Bronx 50th Precinct","50th Precinct",0,"CyclistsKilled",0
"734",52,"Bronx 52nd Precinct","52nd Precinct",0,"CyclistsKilled",0
"735",60,"Brooklyn 60th Precinct","60th Precinct",0,"CyclistsKilled",0
"736",61,"Brooklyn 61st Precinct","61st Precinct",0,"CyclistsKilled",0
"737",62,"Brooklyn 62nd Precinct","62nd Precinct",0,"CyclistsKilled",0
"738",63,"Brooklyn 63rd Precinct","63rd Precinct",0,"CyclistsKilled",0
"739",67,"Brooklyn 67th Precinct","67th Precinct",0,"CyclistsKilled",0
"740",68,"Brooklyn 68th Precinct","68th Precinct",0,"CyclistsKilled",0
"741",69,"Brooklyn 69th Precinct","69th Precinct",0,"CyclistsKilled",0
"742",70,"Brooklyn 70th Precinct","70th Precinct",0,"CyclistsKilled",0
"743",71,"Brooklyn 71st Precinct","71st Precinct",0,"CyclistsKilled",0
"744",72,"Brooklyn 72nd Precinct","72nd Precinct",0,"CyclistsKilled",0
"745",73,"Brooklyn 73rd Precinct","73rd Precinct",0,"CyclistsKilled",0
"746",75,"Brooklyn 75th Precinct","75th Precinct",0,"CyclistsKilled",0
"747",76,"Brooklyn 76th Precinct","76th Precinct",0,"CyclistsKilled",0
"748",77,"Brooklyn 77th Precinct","77th Precinct",0,"CyclistsKilled",0
"749",78,"Brooklyn 78th Precinct","78th Precinct",0,"CyclistsKilled",0
"750",79,"Brooklyn 79th Precinct","79th Precinct",0,"CyclistsKilled",0
"751",81,"Brooklyn 81st Precinct","81st Precinct",0,"CyclistsKilled",0
"752",83,"Brooklyn 83rd Precinct","83rd Precinct",0,"CyclistsKilled",0
"753",84,"Brooklyn 84th Precinct","84th Precinct",0,"CyclistsKilled",0
"754",88,"Brooklyn 88th Precinct","88th Precinct",0,"CyclistsKilled",0
"755",90,"Brooklyn 90th Precinct","90th Precinct",0,"CyclistsKilled",0
"756",94,"Brooklyn 94th Precinct","94th Precinct",0,"CyclistsKilled",0
"757",100,"Queens 100th Precinct","100th Precinct",0,"CyclistsKilled",0
"758",101,"Queens 101st Precinct","101st Precinct",0,"CyclistsKilled",0
"759",102,"Queens 102nd Precinct","102nd Precinct",0,"CyclistsKilled",0
"760",103,"Queens 103rd Precinct","103rd Precinct",0,"CyclistsKilled",0
"761",104,"Queens 104th Precinct","104th Precinct",0,"CyclistsKilled",0
"762",105,"Queens 105th Precinct","105th Precinct",0,"CyclistsKilled",0
"763",106,"Queens 106th Precinct","106th Precinct",0,"CyclistsKilled",0
"764",107,"Queens 107th Precinct","107th Precinct",0,"CyclistsKilled",0
"765",108,"Queens 108th Precinct","108th Precinct",0,"CyclistsKilled",0
"766",109,"Queens 109th Precinct","109th Precinct",0,"CyclistsKilled",0
"767",110,"Queens 110th Precinct","110th Precinct",0,"CyclistsKilled",0
"768",111,"Queens 111th Precinct","111th Precinct",0,"CyclistsKilled",0
"769",112,"Queens 112th Precinct","112th Precinct",0,"CyclistsKilled",0
"770",113,"Queens 113th Precinct","113th Precinct",0,"CyclistsKilled",0
"771",114,"Queens 114th Precinct","114th Precinct",0,"CyclistsKilled",0
"772",115,"Queens 115th Precinct","115th Precinct",0,"CyclistsKilled",0
"773",120,"S.Island 120th Precinct","120th Precinct",0,"CyclistsKilled",0
"774",121,"S.Island 121st Precinct","121st Precinct",0,"CyclistsKilled",0
"775",122,"S.Island 122nd Precinct","122nd Precinct",0,"CyclistsKilled",0
"776",123,"S.Island 123rd Precinct","123rd Precinct",0,"CyclistsKilled",0
"777",5,"Manhattan 5th Precinct","5th Precinct",0,"PedestrKilled",0
"778",6,"Manhattan 6th Precinct","6th Precinct",0,"PedestrKilled",0
"779",7,"Manhattan 7th Precinct","7th Precinct",0,"PedestrKilled",0
"780",9,"Manhattan 9th Precinct","9th Precinct",0,"PedestrKilled",0
"781",13,"Manhattan 13th Precinct","13th Precinct",0,"PedestrKilled",0
"782",14,"Manhattan Midtown South Precinct","Midtown South Precinct",0,"PedestrKilled",0
"783",17,"Manhattan 17th Precinct","17th Precinct",0,"PedestrKilled",0
"784",18,"Manhattan Midtown North Precinct","Midtown North Precinct",0,"PedestrKilled",0
"785",19,"Manhattan 19th Precinct","19th Precinct",0,"PedestrKilled",0
"786",20,"Manhattan 20th Precinct","20th Precinct",0,"PedestrKilled",0
"787",22,"Manhattan Central Park Precinct","Central Park Precinct",0,"PedestrKilled",0
"788",23,"Manhattan 23rd Precinct","23rd Precinct",0,"PedestrKilled",0
"789",24,"Manhattan 24th Precinct","24th Precinct",0,"PedestrKilled",0
"790",26,"Manhattan 26th Precinct","26th Precinct",0,"PedestrKilled",0
"791",28,"Manhattan 28th Precinct","28th Precinct",0,"PedestrKilled",0
"792",30,"Manhattan 30th Precinct","30th Precinct",0,"PedestrKilled",0
"793",32,"Manhattan 32nd Precinct","32nd Precinct",0,"PedestrKilled",0
"794",33,"Manhattan 33rd Precinct","33rd Precinct",0,"PedestrKilled",0
"795",34,"Manhattan 34th Precinct","34th Precinct",0,"PedestrKilled",0
"796",40,"Bronx 40th Precinct","40th Precinct",0,"PedestrKilled",0
"797",41,"Bronx 41st Precinct","41st Precinct",0,"PedestrKilled",0
"798",42,"Bronx 42nd Precinct","42nd Precinct",0,"PedestrKilled",0
"799",43,"Bronx 43rd Precinct","43rd Precinct",0,"PedestrKilled",0
"800",44,"Bronx 44th Precinct","44th Precinct",0,"PedestrKilled",0
"801",45,"Bronx 45th Precinct","45th Precinct",1,"PedestrKilled",0
