"","GeoCode","Boro_Location","GeoCodeLabel","PassengKilled","InJury_type","NofCases"
"802",46,"Bronx 46th Precinct","46th Precinct",0,"PedestrKilled",0
"803",47,"Bronx 47th Precinct","47th Precinct",0,"PedestrKilled",0
"804",48,"Bronx 48th Precinct","48th Precinct",0,"PedestrKilled",0
"805",49,"Bronx 49th Precinct","49th Precinct",1,"PedestrKilled",0
"806",50,"Bronx 50th Precinct","50th Precinct",0,"PedestrKilled",0
"807",52,"Bronx 52nd Precinct","52nd Precinct",0,"PedestrKilled",0
"808",60,"Brooklyn 60th Precinct","60th Precinct",0,"PedestrKilled",0
"809",61,"Brooklyn 61st Precinct","61st Precinct",0,"PedestrKilled",0
"810",62,"Brooklyn 62nd Precinct","62nd Precinct",0,"PedestrKilled",0
"811",63,"Brooklyn 63rd Precinct","63rd Precinct",0,"PedestrKilled",0
"812",66,"Brooklyn 66th Precinct","66th Precinct",0,"PedestrKilled",0
"813",67,"Brooklyn 67th Precinct","67th Precinct",0,"PedestrKilled",0
"814",68,"Brooklyn 68th Precinct","68th Precinct",0,"PedestrKilled",0
"815",69,"Brooklyn 69th Precinct","69th Precinct",0,"PedestrKilled",0
"816",70,"Brooklyn 70th Precinct","70th Precinct",0,"PedestrKilled",0
"817",71,"Brooklyn 71st Precinct","71st Precinct",0,"PedestrKilled",0
"818",72,"Brooklyn 72nd Precinct","72nd Precinct",0,"PedestrKilled",0
"819",73,"Brooklyn 73rd Precinct","73rd Precinct",0,"PedestrKilled",0
"820",75,"Brooklyn 75th Precinct","75th Precinct",0,"PedestrKilled",0
"821",76,"Brooklyn 76th Precinct","76th Precinct",0,"PedestrKilled",0
"822",77,"Brooklyn 77th Precinct","77th Precinct",0,"PedestrKilled",0
"823",78,"Brooklyn 78th Precinct","78th Precinct",0,"PedestrKilled",0
"824",79,"Brooklyn 79th Precinct","79th Precinct",0,"PedestrKilled",0
"825",81,"Brooklyn 81st Precinct","81st Precinct",0,"PedestrKilled",0
"826",84,"Brooklyn 84th Precinct","84th Precinct",0,"PedestrKilled",0
"827",88,"Brooklyn 88th Precinct","88th Precinct",0,"PedestrKilled",0
"828",90,"Brooklyn 90th Precinct","90th Precinct",0,"PedestrKilled",0
"829",94,"Brooklyn 94th Precinct","94th Precinct",0,"PedestrKilled",0
"830",100,"Queens 100th Precinct","100th Precinct",0,"PedestrKilled",0
"831",102,"Queens 102nd Precinct","102nd Precinct",0,"PedestrKilled",0
"832",103,"Queens 103rd Precinct","103rd Precinct",0,"PedestrKilled",0
"833",104,"Queens 104th Precinct","104th Precinct",0,"PedestrKilled",0
"834",105,"Queens 105th Precinct","105th Precinct",0,"PedestrKilled",0
"835",106,"Queens 106th Precinct","106th Precinct",0,"PedestrKilled",0
"836",107,"Queens 107th Precinct","107th Precinct",0,"PedestrKilled",0
"837",108,"Queens 108th Precinct","108th Precinct",0,"PedestrKilled",0
"838",109,"Queens 109th Precinct","109th Precinct",0,"PedestrKilled",0
"839",110,"Queens 110th Precinct","110th Precinct",0,"PedestrKilled",0
"840",111,"Queens 111th Precinct","111th Precinct",0,"PedestrKilled",0
"841",113,"Queens 113th Precinct","113th Precinct",0,"PedestrKilled",0
"842",114,"Queens 114th Precinct","114th Precinct",0,"PedestrKilled",0
"843",115,"Queens 115th Precinct","115th Precinct",0,"PedestrKilled",0
"844",120,"S.Island 120th Precinct","120th Precinct",0,"PedestrKilled",0
"845",121,"S.Island 121st Precinct","121st Precinct",0,"PedestrKilled",0
"846",122,"S.Island 122nd Precinct","122nd Precinct",0,"PedestrKilled",0
"847",123,"S.Island 123rd Precinct","123rd Precinct",0,"PedestrKilled",0
"848",NA,"","",NA,"Number_of_Motor_Vehicle_Collisions",NA
"849",NA,"","",NA,"Vehicles_or_Motorists_Involved",NA
"850",NA,"","",NA,"Injury_or_Fatal_Collisions",NA
"851",NA,"","",NA,"MotoristsInjured",NA
"852",NA,"","",NA,"MotoristsKilled",NA
"853",NA,"","",NA,"PassengInjured",NA
"854",NA,"","",NA,"CyclistsInjured",NA
"855",NA,"","",NA,"CyclistsKilled",NA
"856",NA,"","",NA,"PedestrInjured",NA
"857",NA,"","",NA,"PedestrKilled",NA
"858",NA,"","",NA,"Bicycle",NA
